Unnamed: 0,name,subscribers,view_count,view_mean,video_count,category,youtube_since,view_ratio,coef_subscribers_viewmean
81,CarryMinati,38500000,3224076232,17714704.57142857,182,Comedy,2014,83.7422397922078,0.6820464845369754
82,Super Simple Songs - Kids Songs,38400000,43645963144,61043305.096503496,715,Education,2006,1136.6136235416666,1.097713668156555
83,TEDx Talks,38300000,7274441287,36767.08492711724,197852,Nonprofits&Activism,2009,189.93319287206268,0.0
84,TheEllenShow,38200000,22699688458,1461572.8837808254,15531,Entertainment,2006,594.2326821465969,0.3682946839412334
85,shfa,38100000,21188400752,21776362.540596094,973,People&Blogs,2015,556.1260039895013,0.7402969231068015
87,Daddy Yankee,37800000,22423800226,45669654.2281059,491,Music,2011,593.2222282010582,0.050865397833699755
88,Goldmines Gaane Sune Ansune,37700000,15778865640,4518575.498281787,3492,Music,2015,418.537550132626,0.050865397833699755
89,Mikecrack,37600000,15785228148,8625807.73114754,1830,Gaming,2015,419.8198975531915,0.17147344751406637
90,Sony PAL,37300000,27784561655,1182221.1579865543,23502,Shows,2014,744.8944143431636,-0.03585656666974111
91,Jkk Entertainment,37200000,16268017460,75665197.48837209,215,Comedy,2017,437.31229731182793,0.6820464845369754
92,Vlad vÃ  Niki,37100000,22945961111,46449313.98987854,494,,2018,618.4895178167116,0.0
93,à¸à¹à¸­à¸ one31,37100000,26933879473,239004.36120576438,112692,Entertainment,2013,725.980578787062,0.3682946839412334
95,Maria Clara & JP,36600000,23800571763,32603522.963013697,730,People&Blogs,2015,650.2888459836065,0.7402969231068015
96,ABP NEWS,36500000,12743352287,44807.84911040788,284400,People&Blogs,2012,349.13293936986304,0.7402969231068015
97,Maroon 5,36500000,22272418786,132573921.34523809,168,Music,2006,610.203254410959,0.050865397833699755
98,Bruno Mars,36500000,19112765325,193058235.6060606,99,Music,2006,523.6374061643836,0.050865397833699755
100,Ultra Bollywood,36300000,15680832943,1727725.092882327,9076,Trailers,2009,431.97886895316805,0.0
101,Ozuna,36100000,23057917052,122648494.95744681,188,Music,2016,638.7234640443213,0.050865397833699755
102,PowerKids TV,35800000,18471683961,3717384.5765747637,4969,Film&Animation,2014,515.968825726257,0.5261173000667103
103,YouTube,35800000,2993107142,4139843.9031811897,723,News&Politics,1970,83.60634474860335,-0.00793467772677302
104,La Granja de ZenÃ³n,35100000,26644721711,41697530.06416275,639,Music,2013,759.1088806552707,0.050865397833699755
105,Total Gaming,35000000,5472602728,4622130.682432433,1184,Gaming,2018,156.36007794285715,0.17147344751406637
106,IndiaTV,34900000,15771353002,59101.498216239714,266852,News&Politics,2006,451.9012321489971,-0.00793467772677302
107,Markiplier,34900000,20031247787,3671416.3832478006,5456,Gaming,2012,573.9612546418338,0.17147344751406637
108,Ryan's World,34800000,54862595252,22868943.41475615,2399,Entertainment,2015,1576.511357816092,0.3682946839412334
109,Bollywood Classics,34500000,21955690322,11027468.770467103,1991,Music,2012,636.3968209275363,0.050865397833699755
110,T-Series Apna Punjab,34300000,20960876048,2778851.391753944,7543,Music,2011,611.1042579591837,0.050865397833699755
111,Genevieve's Playhouse - Learning Videos for Kids,33800000,24623159704,40432117.74055829,609,Education,2016,728.4958492307692,1.097713668156555
112,Geet MP3,34100000,12574600105,19465325.23993808,646,Music,2016,368.7566013196481,0.050865397833699755
113,J Balvin,34000000,22781994918,162728535.12857142,140,Music,2011,670.0586740588235,0.050865397833699755
114,Saregama Music,33900000,14778005488,2005973.3253698929,7367,Entertainment,2013,435.9293654277286,0.3682946839412334
115,VEGETTA777,33800000,15368337102,2042575.3724082934,7524,Gaming,2008,454.68452964497044,0.17147344751406637
116,Desi Music Factory,33700000,10113435871,77795660.54615384,130,Music,2014,300.1019546290801,0.050865397833699755
117,Galinha Pintadinha,33500000,26632979718,409738149.50769234,65,Film&Animation,2006,795.0143199402985,0.5261173000667103
118,SSSniperWolf,33500000,23144270149,7019796.83014862,3297,Gaming,2013,690.8737357910447,0.17147344751406637
119,Techno Gamerz,33500000,9395996665,10070735.975348338,933,Gaming,2017,280.4775123880597,0.17147344751406637
120,KHANDESHI MOVIES,33400000,11355578626,53564050.12264151,212,Comedy,2013,339.9873840119761,0.6820464845369754
121,Selena Gomez,33400000,12804532861,68109217.34574468,188,Film&Animation,2008,383.36924733532936,0.5261173000667103
122,NoCopyrightSounds,33300000,10442413583,8045002.760400617,1298,Music,2011,313.5859934834835,0.050865397833699755
123,Ch3Thailand,33200000,29307952472,311713.77413796773,94022,Entertainment,2014,882.7696527710843,0.3682946839412334
124,CVS 3D Rhymes & Kids Songs,33100000,20077711451,59401513.16863906,338,Education,2008,606.5773852265861,1.097713668156555
126,Rajshri,32900000,14510271430,4015016.9977863864,3614,Music,2006,441.04168480243163,0.050865397833699755
127,MrBeast Gaming,32500000,5717138854,41130495.352517985,139,Gaming,2020,175.91196473846153,0.17147344751406637
128,BabyBus - Kids Songs and Cartoons,32500000,26160096710,12637727.879227053,2070,Education,2016,804.9260526153846,1.097713668156555
129,Eros Now Music,32500000,17694383601,1794198.2965929832,9862,Entertainment,2007,544.4425723384616,0.3682946839412334
130,DisneyMusicVEVO,32300000,28016267490,13794321.7577548,2031,Music,2010,867.3767024767802,0.050865397833699755
131,The Weeknd,32200000,22715574783,167026285.16911766,136,Music,2011,705.4526330124223,0.050865397833699755
132,Ricis Official,32200000,5875557361,2293347.9160811864,2562,People&Blogs,2016,182.4707254968944,0.7402969231068015
133,rezendeevil,32000000,12999274006,1098004.3927696596,11839,Gaming,2012,406.2273126875,0.17147344751406637
134,Mr Bean,31900000,10501448905,3486536.8210491366,3012,Shows,2006,329.19902523510973,-0.03585656666974111
135,GENIAL,31800000,6718451861,1037759.0146740809,6474,Howto&Style,2017,211.27207110062892,0.02413382128451906
136,SMTOWN,31700000,27012468998,6550065.227449078,4124,Music,2006,852.1283595583596,0.050865397833699755
137,JustinBieberVEVO,31600000,26399292531,129408296.72058824,204,Music,2009,835.4206497151898,0.050865397833699755
138,KAROL G,31500000,17901306996,137702361.5076923,130,Music,2013,568.2954601904762,0.050865397833699755
139,Dream,31500000,2941619217,25358786.353448275,116,Gaming,2014,93.38473704761904,0.17147344751406637
141,Worldwide Records Bhojpuri,31400000,16259055327,2556053.344914322,6361,Music,2012,517.8043097770701,0.050865397833699755
143,WowKidz,31300000,16649625121,4031386.2278450364,4130,Film&Animation,2015,531.9369048242811,0.5261173000667103
144,GMA  Network,31100000,18249642358,215362.96578906997,84739,Entertainment,2006,586.8052205144694,0.3682946839412334
145,MR. INDIAN HACKER,31100000,5579729272,6104736.621444201,914,Science&Technology,2012,179.41251678456592,0.40317098133125906
146,The Tonight Show Starring Jimmy Fallon,31100000,17068223466,1911335.2145576708,8930,Comedy,2006,548.8174747909968,0.6820464845369754
147,Lucas and Marcus,30900000,11079583776,8956817.927243331,1237,Entertainment,2011,358.56258174757284,0.3682946839412334
148,Peppa Pig - Official Channel,30800000,22499393068,7135868.400888043,3153,Film&Animation,2013,730.4997749350649,0.5261173000667103
149,ImagineDragons,30500000,16503182529,189691753.20689654,87,Music,2009,541.0879517704918,0.050865397833699755
150,Trap Nation,30400000,13952741649,5196551.824581006,2685,Music,2012,458.97176476973686,0.050865397833699755
151,AH,30300000,4293298018,2029928.140898345,2115,Entertainment,2014,141.69300389438945,0.3682946839412334
154,TheDonato,30200000,6014247429,2051244.0071623465,2932,Entertainment,2015,199.14726586092715,0.3682946839412334
155,Round2hell,30200000,3089406439,46110543.86567164,67,Comedy,2016,102.29822645695364,0.6820464845369754
156,StarPlus,29800000,24635162341,643333.3074191106,38293,Entertainment,2006,826.6833000335571,0.3682946839412334
157,Zee News,30000000,16213756629,93268.80981252769,173839,News&Politics,2007,540.4585543,-0.00793467772677302
158,Little Angel: Nursery Rhymes & Kids Songs,30000000,22297259817,17231267.24652241,1294,Education,2015,743.2419939,1.097713668156555
159,Spinnin' Records,30000000,21079270710,1858842.2142857143,11340,Music,2007,702.642357,0.050865397833699755
160,ÙÙØ§Ø© Ø·ÙÙØ± Ø§ÙØ¬ÙØ© | toyoraljanahtv,30000000,27422415683,8482033.926074853,3233,Entertainment,2008,914.0805227666667,0.3682946839412334
162,Talking Tom,30000000,15052645302,29514990.788235296,510,Comedy,2010,501.7548434,0.6820464845369754
164,Shawn Mendes,29900000,12675848814,95307133.93984963,133,Music,2011,423.9414319063545,0.050865397833699755
165,jacksepticeye,29700000,16159258237,3163519.623531715,5108,Gaming,2007,544.0827689225589,0.17147344751406637
166,ashish chanchlani vines,29600000,4415589461,29242314.31125828,151,Comedy,2009,149.1753196283784,0.6820464845369754
167,Ultra Records,29500000,17083090297,3523013.053619303,4849,Music,2006,579.0878066779661,0.050865397833699755
169,Maluma,29200000,21004661218,875194217.4166666,24,Music,2018,719.3377129452055,0.050865397833699755
170,AuronPlay,29200000,4063754634,10058798.599009901,404,Comedy,2006,139.16967924657536,0.6820464845369754
171,AboFlah,29100000,4293787085,6881069.046474359,624,Gaming,2016,147.552820790378,0.17147344751406637
172,infobells - Tamil,28700000,17764332286,33080693.270018622,537,Education,2014,618.9662817421603,1.097713668156555
173,BETER BÃCÃK,28700000,16706329760,7100012.647683808,2353,,2012,582.1020822299652,0.0
174,The Late Late Show with James Corden,28400000,10218100065,1733350.3078880408,5895,Entertainment,2006,359.79225580985917,0.3682946839412334
175,YOLO AVENTURAS,28700000,8684226924,5591904.00772698,1553,People&Blogs,2018,302.58630397212545,0.7402969231068015
176,Aditya Music India,28200000,25485253714,1189676.6741667446,21422,Music,2008,903.7324012056738,0.050865397833699755
177,Enaldinho,27900000,11084679547,3142806.789622909,3527,Comedy,2012,397.3003421863799,0.6820464845369754
178,Drake,28000000,15008192921,258761946.91379312,58,Music,2009,536.0068900357143,0.050865397833699755
180,Aditya Movies,27800000,9768078332,1860232.0190439916,5251,Movies,2012,351.36972417266185,0.0
181,Bounce Patrol - Kids Songs,27800000,20786783066,76988085.42962962,270,Music,2013,747.7260095683454,0.050865397833699755
182,Frost Diamond,27500000,6657280616,2496168.2099737534,2667,Gaming,2014,242.0829314909091,0.17147344751406637
183,infobells - Telugu,27700000,14557231115,29769388.783231083,489,Education,2014,525.5318092057762,1.097713668156555
184,Sandeep Maheshwari,27600000,2253188266,3966880.75,568,People&Blogs,2012,81.63725601449275,0.7402969231068015
185,Goldmines Dishoom,27500000,8462842808,2250756.0659574466,3760,Film&Animation,2016,307.73973847272725,0.5261173000667103
186,Masha y el Oso,27400000,13057439279,12388462.314041745,1054,Film&Animation,2016,476.54887879562045,0.5261173000667103
187,Zhong,27500000,14136696046,9871994.445530726,1432,Entertainment,2015,514.0616744,0.3682946839412334
188,Shemaroo Movies,27500000,7343463605,2573944.4812478092,2853,Entertainment,2011,267.0350401818182,0.3682946839412334
189,Wiz Khalifa,27400000,13236158494,19933973.63554217,664,Music,2008,483.0714778832117,0.050865397833699755
190,toycantando,27400000,15468916179,26855757.255208332,576,Music,2009,564.5589846350365,0.050865397833699755
191,HUM TV,27000000,22836212872,225723.42191778115,101169,Entertainment,2011,845.785661925926,0.3682946839412334
192,Nick Jr.,27000000,22190890718,4164175.402139238,5329,Film&Animation,2012,821.8848414074074,0.5261173000667103
193,ToyPuddingTV,27100000,15862848154,6509170.354534264,2437,Entertainment,2014,585.3449503321033,0.3682946839412334
194,JYP Entertainment,27000000,19468696854,11499525.60779681,1693,Music,2008,721.0628464444444,0.050865397833699755
195,â Kids Roma Show,26900000,10052903767,15856315.089905363,634,People&Blogs,2015,373.71389468401486,0.7402969231068015
196,Jess No Limit,27000000,3351922767,1651193.481280788,2030,Entertainment,2017,124.14528766666666,0.3682946839412334
197,DanTDM,26900000,19284336552,5274709.122538293,3656,Gaming,2012,716.8898346468402,0.17147344751406637
198,Crazy XYZ,26900000,7518248392,6097525.05433901,1233,Entertainment,2017,279.48878780669145,0.3682946839412334
199,Renato Garcia YT,26700000,7806918439,2020424.0266563147,3864,Entertainment,2011,292.39394902621723,0.3682946839412334
200,enchufetv,26700000,10292409745,10856972.30485232,948,Comedy,2011,385.48351104868914,0.6820464845369754
201,Brent Rivera,26400000,6336498248,11690956.177121771,542,Comedy,2009,240.01887303030304,0.6820464845369754
202,Netflix,26400000,6923011091,1091269.087484237,6344,Entertainment,2012,262.2352685984848,0.3682946839412334
203,WORLDSTARHIPHOP,26400000,20234388656,2964311.2593026664,6826,Music,2008,766.4541157575758,0.050865397833699755
204,BB Ki Vines,26200000,4719241758,24838114.515789475,190,Entertainment,2015,180.12373122137404,0.3682946839412334
205,Raffy Tulfo in Action,26200000,14837393397,1510013.5759210258,9826,News&Politics,2016,566.3127250763358,-0.00793467772677302
206,Shorts Break,26100000,17591975147,41392882.69882353,425,Comedy,2021,674.0220362835249,0.6820464845369754
207,1MILLION Dance Studio,26000000,7822252774,1430812.653008963,5467,Entertainment,2015,300.85587592307695,0.3682946839412334
208,BeyoncÃ©,25900000,17167555888,72132587.76470588,238,Music,2005,662.8399956756757,0.050865397833699755
209,D Billions,25900000,31098676996,43312920.60724234,718,,2019,1200.7211195366795,0.0
210,MarÃ­lia MendonÃ§a,25900000,18345546272,146764370.176,125,Music,2013,708.3222498841699,0.050865397833699755
211,VanossGaming,25800000,15454006925,8938118.522267206,1729,Gaming,2011,598.9925164728683,0.17147344751406637
212,Goldmines Bollywood,25800000,8438010092,2450061.0023228806,3444,Film&Animation,2015,327.0546547286822,0.5261173000667103
213,LosPolinesios,25700000,7422909284,7676224.699069287,967,People&Blogs,2012,288.82915501945524,0.7402969231068015
214,TaylorSwiftVEVO,25700000,25169065454,95337369.14393939,264,Music,2009,979.3410682490272,0.050865397833699755
215,David Guetta,25500000,17528551489,23880860.339237057,734,Music,2009,687.3941760392157,0.050865397833699755
216,Nicki Minaj,25500000,10098343068,246301050.4390244,41,Music,2013,396.01345364705884,0.050865397833699755
217,Dushyant kukreja,25200000,16264123131,19431449.379928317,837,Entertainment,2015,645.401711547619,0.3682946839412334
218,Post Malone,25200000,14075494599,195492980.54166666,72,Music,2011,558.5513729761905,0.050865397833699755
219,ZHC,25400000,2646354926,8536628.793548387,310,Film&Animation,2013,104.18720181102363,0.5261173000667103
220,Rans Entertainment,25100000,6335058567,1751467.671274537,3617,People&Blogs,2015,252.3927715936255,0.7402969231068015
221,Chris Brown,25100000,15306024829,546643743.8928572,28,Music,2006,609.8017860159363,0.050865397833699755
222,WatchMojo.com,25100000,16270855375,666264.9103230826,24421,Music,2007,648.24125,0.050865397833699755
224,RihannaVEVO,25100000,19302397258,163579637.77966103,118,Music,2009,769.0198110756972,0.050865397833699755
225,Gulshan Kalra,25000000,11931964002,22684342.209125474,526,Howto&Style,2018,477.27856008,0.02413382128451906
226,Coldplay,25000000,17010828645,43842341.8685567,388,Music,2010,680.4331458,0.050865397833699755
227,Indosiar,25000000,11600710527,176912.9142634926,65573,Music,2013,464.02842108,0.050865397833699755
228,Smosh,25000000,10341770968,6557876.327203551,1577,Comedy,2005,413.67083872,0.6820464845369754
229,TRANS7 OFFICIAL,24800000,13955791505,159637.06509803023,87422,Entertainment,2014,562.7335284274194,0.3682946839412334
230,LankyBox,24700000,33122589391,4061629.6003678725,8155,Comedy,2016,1340.995521902834,0.6820464845369754
231,Yuya,24800000,2587990308,3851176.0535714286,672,Howto&Style,2009,104.3544479032258,0.02413382128451906
232,EminemVEVO,24800000,20298506449,195177946.625,104,Music,2009,818.488163266129,0.050865397833699755
233,WB Kids,24700000,10780612396,5442005.247854619,1981,People&Blogs,2015,436.46204032388664,0.7402969231068015
234,Beast Reacts,25000000,4034092372,16738972.497925311,241,People&Blogs,2016,161.36369488,0.7402969231068015
235,ABPLIVE,24700000,7724735681,43899.02413534433,175966,People&Blogs,2017,312.7423352631579,0.7402969231068015
236,KatyPerryVEVO,24700000,23613607058,136494838.48554912,173,Music,2009,956.0164800809716,0.050865397833699755
237,The Lallantop,24700000,9989814589,203744.86730843753,49031,News&Politics,2015,404.4459347773279,-0.00793467772677302
238,Anuel AA,24600000,14375383841,99140578.2137931,145,Music,2016,584.3651967886179,0.050865397833699755
239,Alan Chikin Chow,24600000,25486070433,31817815.77153558,801,Comedy,2020,1036.019123292683,0.6820464845369754
240,Chloe Ting,24600000,2957075598,7319494.054455445,404,Howto&Style,2011,120.20632512195122,0.02413382128451906
241,1theK (ìëì¼ì´),24500000,23797187757,1303741.1799156303,18253,Music,2011,971.313786,0.050865397833699755
242,Junya.ãããã,24300000,14934696016,2846330.4776062514,5247,Entertainment,2020,614.5965438683128,0.3682946839412334
243,Amit Bhadana,24400000,2369314917,23458563.534653466,101,Entertainment,2012,97.10307036885246,0.3682946839412334
244,MrBeast 2,24800000,4128185559,35897265.73043478,115,People&Blogs,2020,166.45909512096773,0.7402969231068015
245,NichLmao,24300000,13187153717,16180556.70797546,815,People&Blogs,2018,542.6812229218107,0.7402969231068015
246,Super JoJo - Nursery Rhymes & Kids Songs,24200000,921572,29728.129032258064,31,,2019,0.038081487603305784,0.0
247,DJ Snake,24100000,8326243160,34837837.48953975,239,Music,2008,345.48726804979253,0.050865397833699755
248,KSI,24100000,5990717921,4784918.467252396,1252,Entertainment,2009,248.5775070954357,0.3682946839412334
250,MrBeast en EspaÃ±ol,24000000,2645059758,39478503.85074627,67,Entertainment,2021,110.21082325,0.3682946839412334
251,Mark Rober,24000000,3440756259,30182072.44736842,114,Science&Technology,2011,143.364844125,0.40317098133125906
252,Pen Movies,23900000,6475830673,3896408.347172082,1662,Film&Animation,2014,270.95525828451883,0.5261173000667103
253,netd mÃ¼zik,23900000,55410619526,2418727.117115544,22909,Music,2014,2318.435963430962,0.050865397833699755
254,Collins Key,23900000,6564535692,25542940.435797665,257,Entertainment,2011,274.6667653556485,0.3682946839412334
255,Dan Rhodes,23900000,16788390150,10274412.576499388,1634,Entertainment,2015,702.4431025104602,0.3682946839412334
258,James Charles,23800000,3975812532,8180684.222222222,486,Entertainment,2015,167.05094672268908,0.3682946839412334
259,America's Got Talent,23700000,3253048059,1806245.4519711272,1801,Entertainment,2006,137.2594117721519,0.3682946839412334
260,Ninja,23700000,2530290533,1514237.3028126871,1671,Gaming,2011,106.76331362869199,0.17147344751406637
261,Mister Max,23700000,15451468370,14162665.783684693,1091,People&Blogs,2014,651.9606907172996,0.7402969231068015
262,Troom Troom,23700000,10298283023,4429369.0421505375,2325,Howto&Style,2015,434.5267098312236,0.02413382128451906
263,Enrique Iglesias,23700000,17469719296,39794349.19362187,439,Music,2007,737.1189576371308,0.050865397833699755
264,Preston,23700000,8051082297,2021868.9846810647,3982,Gaming,2012,339.70811379746834,0.17147344751406637
265,Venus Entertainment,23600000,5563640165,2949968.2741251327,1886,Entertainment,2010,235.74746461864407,0.3682946839412334
266,Logan Paul,23600000,5982334363,8331942.009749304,718,Entertainment,2015,253.48874419491526,0.3682946839412334
267,Goldmines Movies,23600000,5528739904,1170599.1751005717,4723,Film&Animation,2013,234.26864,0.5261173000667103
268,NickyJamTV,23500000,15777667568,41850577.10344828,377,Music,2012,671.3901092765957,0.050865397833699755
269,Jelly,23500000,14709863235,2450010.5321452366,6004,Gaming,2014,625.9516270212766,0.17147344751406637
270,FaZe Rug,23500000,7257412191,3391314.107943925,2140,Gaming,2012,308.82605068085104,0.17147344751406637
